Bulan,Product Name,Customer Name,Jenis Produk,Total Penjualan
3,Schoggi Schokolade,Ernst Handel,Confections,1317
3,Sir Rodney's Marmalade,Océano Atlántico Ltda.,Confections,1215
3,Mascarpone Fabioli,Hungry Owl All-Night Grocers,Dairy Products,1120
3,Ipoh Coffee,QUICK-Stop,Beverages,1104
3,Schoggi Schokolade,Suprêmes délices,Confections,1097.5
3,Camembert Pierrot,Ricardo Adocicados,Dairy Products,1088
3,Chai,Bottom-Dollar Markets,Beverages,1080
3,Lakkalikööri,Queen Cozinha,Beverages,1080
3,Manjimup Dried Apples,HILARION-Abastos,Produce,1060
3,Grandma's Boysenberry Spread,Que Delícia,Condiments,1000
3,Scottish Longbreads,Save-a-lot Markets,Confections,1000
3,Pavlova,Save-a-lot Markets,Confections,959.75
3,Ikura,Bottom-Dollar Markets,Seafood,930
3,Gnocchi di nonna Alice,Furia Bacalhau e Frutos do Mar,Grains/Cereals,912
3,Rössle Sauerkraut,HILARION-Abastos,Produce,912
3,Pavlova,LINO-Delicateses,Confections,907.4
3,Vegie-spread,Folk och fä HB,Condiments,878
3,Sirop d'érable,Island Trading,Condiments,855
3,Camembert Pierrot,Bottom-Dollar Markets,Dairy Products,850
3,Manjimup Dried Apples,Old World Delicatessen,Produce,848
3,Louisiana Hot Spiced Okra,Suprêmes délices,Condiments,816
3,Camembert Pierrot,LINO-Delicateses,Dairy Products,816
3,Maxilaku,Toms Spezialitäten,Confections,800
3,Northwoods Cranberry Sauce,Maison Dewey,Condiments,800
3,Wimmers gute Semmelknödel,Rattlesnake Canyon Grocery,Grains/Cereals,798
3,Lakkalikööri,QUICK-Stop,Beverages,792
3,Nord-Ost Matjeshering,HILARION-Abastos,Seafood,776.7
3,Ikura,Vaffeljernet,Seafood,775
3,Manjimup Dried Apples,Seven Seas Imports,Produce,763.2
3,Inlagd Sill,Save-a-lot Markets,Seafood,760
3,Flotemysost,QUICK-Stop,Dairy Products,752.5
3,Gumbär Gummibärchen,Queen Cozinha,Confections,747
3,Perth Pasties,Rattlesnake Canyon Grocery,Meat/Poultry,733.6
3,Steeleye Stout,HILARION-Abastos,Beverages,720
3,Uncle Bob's Organic Dried Pears,B's Beverages,Produce,720
3,Outback Lager,LINO-Delicateses,Beverages,720
3,Mozzarella di Giovanni,Eastern Connection,Dairy Products,696
3,Tarte au sucre,Bon app',Confections,690.2
3,Gnocchi di nonna Alice,Bottom-Dollar Markets,Grains/Cereals,684
3,Perth Pasties,QUICK-Stop,Meat/Poultry,656
3,Rössle Sauerkraut,Pericles Comidas clásicas,Produce,655.2
3,Northwoods Cranberry Sauce,Bottom-Dollar Markets,Condiments,640
3,Queso Cabrales,Océano Atlántico Ltda.,Dairy Products,630
3,Pavlova,Hungry Owl All-Night Grocers,Confections,628.2
3,Gorgonzola Telino,Around the Horn,Dairy Products,625
3,Ikura,Berglunds snabbköp,Seafood,620
3,Camembert Pierrot,Furia Bacalhau e Frutos do Mar,Dairy Products,612
3,Chang,White Clover Markets,Beverages,608
3,Gnocchi di nonna Alice,B's Beverages,Grains/Cereals,608
3,Lakkalikööri,Suprêmes délices,Beverages,604.8
3,Pâté chinois,Suprêmes délices,Meat/Poultry,600
3,Sir Rodney's Scones,Frankenversand,Confections,600
3,Uncle Bob's Organic Dried Pears,Bottom-Dollar Markets,Produce,600
3,Tarte au sucre,Chop-suey Chinese,Confections,591.6
3,Ravioli Angelo,Richter Supermarkt,Grains/Cereals,585
3,Alice Mutton,Hanari Carnes,Meat/Poultry,585
3,Konbu,QUICK-Stop,Seafood,582
3,Pâté chinois,LINO-Delicateses,Meat/Poultry,576
3,Inlagd Sill,Great Lakes Food Market,Seafood,570
3,Laughing Lumberjack Lager,Magazzini Alimentari Riuniti,Beverages,560
3,Maxilaku,Reggiani Caseifici,Confections,560
3,Singaporean Hokkien Fried Mee,Suprêmes délices,Grains/Cereals,560
3,Mozzarella di Giovanni,Bon app',Dairy Products,556.8
3,Ipoh Coffee,Königlich Essen,Beverages,552
3,Gorgonzola Telino,Save-a-lot Markets,Dairy Products,550
3,Chartreuse verte,Folk och fä HB,Beverages,540
3,Uncle Bob's Organic Dried Pears,Ernst Handel,Produce,540
3,Manjimup Dried Apples,Folk och fä HB,Produce,530
3,Raclette Courdavault,Folies gourmandes,Dairy Products,528
3,Pavlova,Bon app',Confections,523.5
3,Original Frankfurter grüne Soße,Vaffeljernet,Condiments,520
3,Konbu,Save-a-lot Markets,Seafood,504
3,Carnarvon Tigers,Hungry Owl All-Night Grocers,Seafood,500
3,Grandma's Boysenberry Spread,Lehmanns Marktstand,Condiments,500
3,Ikura,Victuailles en stock,Seafood,496
3,Guaraná Fantástica,Ernst Handel,Beverages,495
3,Pavlova,White Clover Markets,Confections,486.5
3,Inlagd Sill,Hanari Carnes,Seafood,475
3,Ipoh Coffee,La maison d'Asie,Beverages,460
3,Gnocchi di nonna Alice,Chop-suey Chinese,Grains/Cereals,456
3,Gustaf's Knäckebröd,B's Beverages,Grains/Cereals,441
3,Vegie-spread,Split Rail Beer & Ale,Condiments,439
3,Chef Anton's Gumbo Mix,Océano Atlántico Ltda.,Condiments,427
3,Manjimup Dried Apples,Blauer See Delikatessen,Produce,424
3,Ipoh Coffee,Bottom-Dollar Markets,Beverages,414
3,Sir Rodney's Marmalade,La corne d'abondance,Confections,405
3,Rhönbräu Klosterbier,Folk och fä HB,Beverages,403
3,Sir Rodney's Scones,Maison Dewey,Confections,400
3,Grandma's Boysenberry Spread,Alfreds Futterkiste,Condiments,400
3,Escargots de Bourgogne,Suprêmes délices,Seafood,397.5
3,Sasquatch Ale,White Clover Markets,Beverages,392
3,Valkoinen suklaa,Around the Horn,Confections,390
3,Rhönbräu Klosterbier,Richter Supermarkt,Beverages,387.5
3,Maxilaku,Ricardo Adocicados,Confections,384
3,Rhönbräu Klosterbier,Frankenversand,Beverages,379.75
3,Chai,Wellington Importadora,Beverages,378
3,Carnarvon Tigers,Spécialités du monde,Seafood,375
3,Boston Crab Meat,LINO-Delicateses,Seafood,368
3,Rössle Sauerkraut,Cactus Comidas para llevar,Produce,364.8
3,Sir Rodney's Scones,Suprêmes délices,Confections,360
3,Gudbrandsdalsost,Spécialités du monde,Dairy Products,360
3,Lakkalikööri,La corne d'abondance,Beverages,360
3,Gula Malacca,Bottom-Dollar Markets,Condiments,350.1
3,Gorgonzola Telino,Suprêmes délices,Dairy Products,350
3,Mozzarella di Giovanni,Ana Trujillo Emparedados y helados,Dairy Products,348
3,Camembert Pierrot,Romero y tomillo,Dairy Products,340
3,NuNuCa Nuß-Nougat-Creme,LINO-Delicateses,Confections,336
3,Laughing Lumberjack Lager,La maison d'Asie,Beverages,336
3,Valkoinen suklaa,Vaffeljernet,Confections,325
3,Gudbrandsdalsost,QUICK-Stop,Dairy Products,324
3,Queso Cabrales,Que Delícia,Dairy Products,315
3,Gorgonzola Telino,LINO-Delicateses,Dairy Products,312.5
3,Original Frankfurter grüne Soße,White Clover Markets,Condiments,312
3,Boston Crab Meat,Pericles Comidas clásicas,Seafood,308.7
3,Chang,LINO-Delicateses,Beverages,304
3,Grandma's Boysenberry Spread,Bottom-Dollar Markets,Condiments,300
3,Gorgonzola Telino,Ernst Handel,Dairy Products,300
3,Scottish Longbreads,HILARION-Abastos,Confections,300
3,Boston Crab Meat,Vaffeljernet,Seafood,294
3,Ravioli Angelo,Save-a-lot Markets,Grains/Cereals,292.5
3,Chartreuse verte,Princesa Isabel Vinhos,Beverages,288
3,Guaraná Fantástica,Seven Seas Imports,Beverages,288
3,Rogede sild,LINO-Delicateses,Seafood,285
3,Zaanse koeken,Folk och fä HB,Confections,285
3,Chef Anton's Cajun Seasoning,Furia Bacalhau e Frutos do Mar,Condiments,281.6
3,Filo Mix,Bólido Comidas preparadas,Grains/Cereals,280
3,Sasquatch Ale,Cactus Comidas para llevar,Beverages,280
3,Ipoh Coffee,Eastern Connection,Beverages,276
3,Wimmers gute Semmelknödel,HILARION-Abastos,Grains/Cereals,266
3,Queso Cabrales,Piccolo und mehr,Dairy Products,252
3,Konbu,Richter Supermarkt,Seafood,252
3,Pavlova,Piccolo und mehr,Confections,250.2
3,Carnarvon Tigers,Wellington Importadora,Seafood,250
3,Röd Kaviar,Frankenversand,Seafood,240
3,Uncle Bob's Organic Dried Pears,Bon app',Produce,240
3,Alice Mutton,La corne d'abondance,Meat/Poultry,234
3,Alice Mutton,Bottom-Dollar Markets,Meat/Poultry,234
3,Gula Malacca,Furia Bacalhau e Frutos do Mar,Condiments,232.5
3,Jack's New England Clam Chowder,HILARION-Abastos,Seafood,231.6
3,Zaanse koeken,Folies gourmandes,Confections,228
3,Rogede sild,Vaffeljernet,Seafood,228
3,Rhönbräu Klosterbier,HILARION-Abastos,Beverages,223.2
3,Tofu,Pericles Comidas clásicas,Produce,223.2
3,Raclette Courdavault,B's Beverages,Dairy Products,220
3,Chai,Princesa Isabel Vinhos,Beverages,216
3,Wimmers gute Semmelknödel,Bon app',Grains/Cereals,212.8
3,Gravad lax,Chop-suey Chinese,Seafood,208
3,Flotemysost,Island Trading,Dairy Products,206.4
3,Guaraná Fantástica,Vaffeljernet,Beverages,202.5
3,Original Frankfurter grüne Soße,Océano Atlántico Ltda.,Condiments,195
3,Original Frankfurter grüne Soße,Frankenversand,Condiments,195
3,Chang,Magazzini Alimentari Riuniti,Beverages,190
3,Boston Crab Meat,Maison Dewey,Seafood,184
3,Lakkalikööri,Océano Atlántico Ltda.,Beverages,180
3,Uncle Bob's Organic Dried Pears,Océano Atlántico Ltda.,Produce,180
3,Steeleye Stout,Vaffeljernet,Beverages,180
3,Spegesild,B's Beverages,Seafood,180
3,Mozzarella di Giovanni,Océano Atlántico Ltda.,Dairy Products,174
3,Sir Rodney's Scones,Princesa Isabel Vinhos,Confections,168
3,Queso Cabrales,Comércio Mineiro,Dairy Products,168
3,Nord-Ost Matjeshering,Königlich Essen,Seafood,165.6
3,Aniseed Syrup,LINO-Delicateses,Condiments,160
3,Guaraná Fantástica,Hanari Carnes,Beverages,157.5
3,Gumbär Gummibärchen,La corne d'abondance,Confections,156.15
3,Spegesild,Comércio Mineiro,Seafood,156
3,Rhönbräu Klosterbier,Gourmet Lanchonetes,Beverages,155
3,Rhönbräu Klosterbier,Bon app',Beverages,155
3,Teatime Chocolate Biscuits,Suprêmes délices,Confections,153.3
3,Tunnbröd,Consolidated Holdings,Grains/Cereals,151.2
3,Boston Crab Meat,B's Beverages,Seafood,147
3,Boston Crab Meat,Lazy K Kountry Store,Seafood,147
3,Valkoinen suklaa,Godos Cocina Típica,Confections,146.25
3,Outback Lager,HILARION-Abastos,Beverages,144
3,Tourtière,Queen Cozinha,Meat/Poultry,141.6
3,Singaporean Hokkien Fried Mee,La maison d'Asie,Grains/Cereals,140
3,NuNuCa Nuß-Nougat-Creme,Magazzini Alimentari Riuniti,Confections,134.4
3,Wimmers gute Semmelknödel,Ernst Handel,Grains/Cereals,133
3,Zaanse koeken,Blauer See Delikatessen,Confections,133
3,Longlife Tofu,HILARION-Abastos,Produce,128
3,Manjimup Dried Apples,B's Beverages,Produce,127.2
3,Gorgonzola Telino,Morgenstern Gesundkost,Dairy Products,125
3,Konbu,Bon app',Seafood,120
3,Konbu,Morgenstern Gesundkost,Seafood,120
3,Sir Rodney's Scones,Blauer See Delikatessen,Confections,120
3,Gula Malacca,Maison Dewey,Condiments,116.7
3,Sir Rodney's Scones,B's Beverages,Confections,112
3,Teatime Chocolate Biscuits,Toms Spezialitäten,Confections,110.4
3,Ipoh Coffee,Furia Bacalhau e Frutos do Mar,Beverages,110.4
3,Chef Anton's Cajun Seasoning,Magazzini Alimentari Riuniti,Condiments,110
3,Tunnbröd,Bon app',Grains/Cereals,108
3,Queso Cabrales,Bottom-Dollar Markets,Dairy Products,105
3,Guaraná Fantástica,Magazzini Alimentari Riuniti,Beverages,100.8
3,Pâté chinois,Godos Cocina Típica,Meat/Poultry,96
3,Rössle Sauerkraut,Alfreds Futterkiste,Produce,91.2
3,Konbu,B's Beverages,Seafood,90
3,Lakkalikööri,Galería del gastrónomo,Beverages,90
3,Guaraná Fantástica,Save-a-lot Markets,Beverages,90
3,Filo Mix,Hanari Carnes,Grains/Cereals,84
3,Queso Cabrales,HILARION-Abastos,Dairy Products,84
3,Rhönbräu Klosterbier,La corne d'abondance,Beverages,77.5
3,Rhönbräu Klosterbier,Bottom-Dollar Markets,Beverages,77.5
3,Original Frankfurter grüne Soße,Furia Bacalhau e Frutos do Mar,Condiments,72.8
3,Tunnbröd,Wellington Importadora,Grains/Cereals,72
3,Perth Pasties,Island Trading,Meat/Poultry,65.6
3,Teatime Chocolate Biscuits,Ana Trujillo Emparedados y helados,Confections,64.4
3,Rhönbräu Klosterbier,Pericles Comidas clásicas,Beverages,62
3,Konbu,Ana Trujillo Emparedados y helados,Seafood,60
3,Jack's New England Clam Chowder,Richter Supermarkt,Seafood,57.9
3,Jack's New England Clam Chowder,La corne d'abondance,Seafood,57.9
3,Zaanse koeken,Galería del gastrónomo,Confections,47.5
3,Rhönbräu Klosterbier,Berglunds snabbköp,Beverages,46.5
3,Guaraná Fantástica,HILARION-Abastos,Beverages,45
3,Filo Mix,Queen Cozinha,Grains/Cereals,42
3,Queso Cabrales,Ana Trujillo Emparedados y helados,Dairy Products,42
3,Jack's New England Clam Chowder,Que Delícia,Seafood,38.6
3,Pâté chinois,HILARION-Abastos,Meat/Poultry,38.4
3,Geitost,Richter Supermarkt,Dairy Products,37.5
3,Teatime Chocolate Biscuits,Queen Cozinha,Confections,36.5
3,Filo Mix,La corne d'abondance,Grains/Cereals,35
3,Gula Malacca,White Clover Markets,Condiments,31
3,Nord-Ost Matjeshering,Romero y tomillo,Seafood,25.89
3,Geitost,Island Trading,Dairy Products,24
3,Geitost,La corne d'abondance,Dairy Products,17.5
3,Konbu,Consolidated Holdings,Seafood,4.8
4,Thüringer Rostbratwurst,Save-a-lot Markets,Meat/Poultry,11883.84
4,Côte de Blaye,White Clover Markets,Beverages,6587.5
4,Thüringer Rostbratwurst,Folk och fä HB,Meat/Poultry,6189.5
4,Raclette Courdavault,Ernst Handel,Dairy Products,6050
4,Raclette Courdavault,Save-a-lot Markets,Dairy Products,5500
4,Schoggi Schokolade,QUICK-Stop,Confections,5268
4,Rössle Sauerkraut,Ernst Handel,Produce,4788
4,Côte de Blaye,Tortuga Restaurante,Beverages,3952.5
4,Sir Rodney's Marmalade,Ernst Handel,Confections,3159
4,Camembert Pierrot,QUICK-Stop,Dairy Products,2856
4,Gnocchi di nonna Alice,Ernst Handel,Grains/Cereals,2660
4,Manjimup Dried Apples,QUICK-Stop,Produce,2332
4,Perth Pasties,Richter Supermarkt,Meat/Poultry,2296
4,Gnocchi di nonna Alice,Chop-suey Chinese,Grains/Cereals,2280
4,Carnarvon Tigers,Piccolo und mehr,Seafood,2187.5
4,Sasquatch Ale,Ernst Handel,Beverages,2100
4,Mascarpone Fabioli,Die Wandernde Kuh,Dairy Products,2080
4,Gumbär Gummibärchen,QUICK-Stop,Confections,1967.49
4,Chang,Save-a-lot Markets,Beverages,1900
4,Sirop d'érable,Ernst Handel,Condiments,1881
4,Vegie-spread,Chop-suey Chinese,Condiments,1843.8
4,Uncle Bob's Organic Dried Pears,Folk och fä HB,Produce,1800
4,Camembert Pierrot,Eastern Connection,Dairy Products,1700
4,Raclette Courdavault,White Clover Markets,Dairy Products,1650
4,Raclette Courdavault,Drachenblut Delikatessen,Dairy Products,1650
4,Tofu,Hungry Owl All-Night Grocers,Produce,1627.5
4,Lakkalikööri,QUICK-Stop,Beverages,1620
4,Mascarpone Fabioli,LILA-Supermercado,Dairy Products,1600
4,Carnarvon Tigers,Hungry Owl All-Night Grocers,Seafood,1562.5
4,Pâté chinois,Ernst Handel,Meat/Poultry,1560
4,Mishi Kobe Niku,QUICK-Stop,Meat/Poultry,1552
4,Uncle Bob's Organic Dried Pears,Bon app',Produce,1500
4,Chef Anton's Gumbo Mix,Save-a-lot Markets,Condiments,1494.5
4,Ipoh Coffee,B's Beverages,Beverages,1380
4,Ipoh Coffee,Hanari Carnes,Beverages,1380
4,Raclette Courdavault,Königlich Essen,Dairy Products,1320
4,Gudbrandsdalsost,Richter Supermarkt,Dairy Products,1296
4,Flotemysost,Frankenversand,Dairy Products,1290
4,Manjimup Dried Apples,Bottom-Dollar Markets,Produce,1272
4,Thüringer Rostbratwurst,Princesa Isabel Vinhos,Meat/Poultry,1237.9
4,Camembert Pierrot,Frankenversand,Dairy Products,1224
4,Mozzarella di Giovanni,QUICK-Stop,Dairy Products,1218
4,Sir Rodney's Marmalade,QUICK-Stop,Confections,1215
4,Uncle Bob's Organic Dried Pears,Eastern Connection,Produce,1200
4,Maxilaku,LINO-Delicateses,Confections,1200
4,Northwoods Cranberry Sauce,Princesa Isabel Vinhos,Condiments,1200
4,Camembert Pierrot,Ricardo Adocicados,Dairy Products,1190
4,Chang,QUICK-Stop,Beverages,1159
4,Chef Anton's Cajun Seasoning,Bon app',Condiments,1100
4,Gudbrandsdalsost,Hanari Carnes,Dairy Products,1080
4,Steeleye Stout,Suprêmes délices,Beverages,1080
4,Flotemysost,Eastern Connection,Dairy Products,1075
4,Jack's New England Clam Chowder,Hungry Owl All-Night Grocers,Seafood,1061.5
4,Manjimup Dried Apples,HILARION-Abastos,Produce,1060
4,Manjimup Dried Apples,Pericles Comidas clásicas,Produce,1060
4,Tarte au sucre,Bottom-Dollar Markets,Confections,1035.3
4,Raclette Courdavault,Vaffeljernet,Dairy Products,990
4,Pâté chinois,Save-a-lot Markets,Meat/Poultry,960
4,Northwoods Cranberry Sauce,Lehmanns Marktstand,Condiments,960
4,Rössle Sauerkraut,LILA-Supermercado,Produce,912
4,Rössle Sauerkraut,LINO-Delicateses,Produce,912
4,Gnocchi di nonna Alice,Comércio Mineiro,Grains/Cereals,912
4,Lakkalikööri,Folk och fä HB,Beverages,900
4,Pavlova,QUICK-Stop,Confections,872.5
4,Pâté chinois,Eastern Connection,Meat/Poultry,840
4,Pâté chinois,Königlich Essen,Meat/Poultry,840
4,Wimmers gute Semmelknödel,Piccolo und mehr,Grains/Cereals,831.25
4,Louisiana Fiery Hot Pepper Sauce,Ernst Handel,Condiments,820.95
4,Konbu,Save-a-lot Markets,Seafood,816
4,Chai,Save-a-lot Markets,Beverages,810
4,Manjimup Dried Apples,Ottilies Käseladen,Produce,795
4,Queso Manchego La Pastora,Die Wandernde Kuh,Dairy Products,760
4,Queso Manchego La Pastora,Lonesome Pine Restaurant,Dairy Products,760
4,Ikura,Ottilies Käseladen,Seafood,744
4,Boston Crab Meat,Hungry Owl All-Night Grocers,Seafood,736
4,Chai,Lehmanns Marktstand,Beverages,720
4,Camembert Pierrot,Blauer See Delikatessen,Dairy Products,714
4,Sirop d'érable,White Clover Markets,Condiments,712.5
4,Mozzarella di Giovanni,Lehmanns Marktstand,Dairy Products,695
4,Ipoh Coffee,Antonio Moreno Taquería,Beverages,690
4,NuNuCa Nuß-Nougat-Creme,Bottom-Dollar Markets,Confections,672
4,Inlagd Sill,White Clover Markets,Seafood,665
4,Wimmers gute Semmelknödel,Save-a-lot Markets,Grains/Cereals,665
4,Sir Rodney's Scones,Ernst Handel,Confections,650
4,Flotemysost,Suprêmes délices,Dairy Products,645
4,Chef Anton's Gumbo Mix,Eastern Connection,Condiments,640.5
4,Mascarpone Fabioli,Piccolo und mehr,Dairy Products,640
4,Carnarvon Tigers,Lonesome Pine Restaurant,Seafood,625
4,Uncle Bob's Organic Dried Pears,Reggiani Caseifici,Produce,600
4,Tarte au sucre,Wolski  Zajazd,Confections,591.6
4,Chang,Chop-suey Chinese,Beverages,570
4,Singaporean Hokkien Fried Mee,QUICK-Stop,Grains/Cereals,560
4,Chef Anton's Cajun Seasoning,Rattlesnake Canyon Grocery,Condiments,550
4,Raclette Courdavault,Wilman Kala,Dairy Products,550
4,Ravioli Angelo,LINO-Delicateses,Grains/Cereals,546
4,Manjimup Dried Apples,Franchi S.p.A.,Produce,530
4,Escargots de Bourgogne,Alfreds Futterkiste,Seafood,530
4,Gustaf's Knäckebröd,Folk och fä HB,Grains/Cereals,525
4,Scottish Longbreads,Bottom-Dollar Markets,Confections,525
4,Nord-Ost Matjeshering,Lehmanns Marktstand,Seafood,517.8
4,Camembert Pierrot,Great Lakes Food Market,Dairy Products,510
4,Carnarvon Tigers,Franchi S.p.A.,Seafood,500
4,Maxilaku,LILA-Supermercado,Confections,500
4,Ikura,Chop-suey Chinese,Seafood,496
4,Alice Mutton,Ricardo Adocicados,Meat/Poultry,468
4,Boston Crab Meat,Lehmanns Marktstand,Seafood,460
4,Teatime Chocolate Biscuits,Frankenversand,Confections,460
4,Flotemysost,Ernst Handel,Dairy Products,451.5
4,Chai,Eastern Connection,Beverages,450
4,Outback Lager,Ernst Handel,Beverages,450
4,Louisiana Fiery Hot Pepper Sauce,Eastern Connection,Condiments,442.05
4,Steeleye Stout,LINO-Delicateses,Beverages,432
4,Flotemysost,Alfreds Futterkiste,Dairy Products,430
4,Sirop d'érable,Die Wandernde Kuh,Condiments,427.5
4,Gnocchi di nonna Alice,Lehmanns Marktstand,Grains/Cereals,425.6
4,Louisiana Fiery Hot Pepper Sauce,Hungry Owl All-Night Grocers,Condiments,421
4,Laughing Lumberjack Lager,Pericles Comidas clásicas,Beverages,420
4,Sasquatch Ale,Hungry Owl All-Night Grocers,Beverages,420
4,Singaporean Hokkien Fried Mee,Suprêmes délices,Grains/Cereals,420
4,Singaporean Hokkien Fried Mee,HILARION-Abastos,Grains/Cereals,420
4,Camembert Pierrot,Familia Arquibaldo,Dairy Products,408
4,Northwoods Cranberry Sauce,Bon app',Condiments,400
4,Sir Rodney's Scones,Die Wandernde Kuh,Confections,400
4,Original Frankfurter grüne Soße,Rattlesnake Canyon Grocery,Condiments,390
4,Ravioli Angelo,HILARION-Abastos,Grains/Cereals,390
4,Nord-Ost Matjeshering,Santé Gourmet,Seafood,388.35
4,Rhönbräu Klosterbier,Ernst Handel,Beverages,387.5
4,Gumbär Gummibärchen,Eastern Connection,Confections,374.76
4,Rössle Sauerkraut,La maison d'Asie,Produce,364.8
4,Flotemysost,Save-a-lot Markets,Dairy Products,344
4,Inlagd Sill,Godos Cocina Típica,Seafood,342
4,Camembert Pierrot,Chop-suey Chinese,Dairy Products,340
4,Jack's New England Clam Chowder,Folk och fä HB,Seafood,337.75
4,Singaporean Hokkien Fried Mee,Save-a-lot Markets,Grains/Cereals,336
4,Perth Pasties,Reggiani Caseifici,Meat/Poultry,328
4,Perth Pasties,White Clover Markets,Meat/Poultry,328
4,Steeleye Stout,Die Wandernde Kuh,Beverages,324
4,Teatime Chocolate Biscuits,Hanari Carnes,Confections,322
4,Camembert Pierrot,Godos Cocina Típica,Dairy Products,306
4,Inlagd Sill,Around the Horn,Seafood,304
4,Outback Lager,QUICK-Stop,Beverages,300
4,Spegesild,Folk och fä HB,Seafood,300
4,Gula Malacca,Comércio Mineiro,Condiments,291.75
4,Gudbrandsdalsost,La maison d'Asie,Dairy Products,288
4,Sirop d'érable,Hanari Carnes,Condiments,285
4,Singaporean Hokkien Fried Mee,Hungry Owl All-Night Grocers,Grains/Cereals,280
4,Laughing Lumberjack Lager,Cactus Comidas para llevar,Beverages,280
4,Rhönbräu Klosterbier,Save-a-lot Markets,Beverages,279
4,Original Frankfurter grüne Soße,Ottilies Käseladen,Condiments,273
4,Jack's New England Clam Chowder,LINO-Delicateses,Seafood,270.2
4,Steeleye Stout,Save-a-lot Markets,Beverages,270
4,Original Frankfurter grüne Soße,Lehmanns Marktstand,Condiments,260
4,NuNuCa Nuß-Nougat-Creme,Königlich Essen,Confections,252
4,Louisiana Fiery Hot Pepper Sauce,La maison d'Asie,Condiments,252
4,Aniseed Syrup,Ernst Handel,Condiments,250
4,Thüringer Rostbratwurst,Great Lakes Food Market,Meat/Poultry,247.58
4,Spegesild,LILA-Supermercado,Seafood,240
4,Original Frankfurter grüne Soße,Santé Gourmet,Condiments,234
4,Gula Malacca,Old World Delicatessen,Condiments,233.4
4,Rhönbräu Klosterbier,Wolski  Zajazd,Beverages,232.5
4,Chang,White Clover Markets,Beverages,228
4,Singaporean Hokkien Fried Mee,Bottom-Dollar Markets,Grains/Cereals,224
4,Raclette Courdavault,North/South,Dairy Products,220
4,Queso Cabrales,Spécialités du monde,Dairy Products,210
4,NuNuCa Nuß-Nougat-Creme,HILARION-Abastos,Confections,210
4,Outback Lager,Königlich Essen,Beverages,210
4,Gorgonzola Telino,Tradição Hipermercados,Dairy Products,200
4,Longlife Tofu,Wolski  Zajazd,Produce,200
4,Sir Rodney's Scones,Great Lakes Food Market,Confections,200
4,Sirop d'érable,Wolski  Zajazd,Condiments,199.5
4,Rogede sild,Pericles Comidas clásicas,Seafood,199.5
4,Perth Pasties,Pericles Comidas clásicas,Meat/Poultry,196.8
4,Singaporean Hokkien Fried Mee,Princesa Isabel Vinhos,Grains/Cereals,196
4,Jack's New England Clam Chowder,Ottilies Käseladen,Seafood,193
4,Chocolade,Antonio Moreno Taquería,Confections,191.25
4,Chang,Gourmet Lanchonetes,Beverages,190
4,Gnocchi di nonna Alice,Lonesome Pine Restaurant,Grains/Cereals,190
4,Rogede sild,Romero y tomillo,Seafood,190
4,Gorgonzola Telino,Around the Horn,Dairy Products,187.5
4,Gumbär Gummibärchen,Maison Dewey,Confections,187.38
4,Genen Shouyu,La maison d'Asie,Condiments,186
4,Boston Crab Meat,The Cracker Box,Seafood,184
4,Chai,Suprêmes délices,Beverages,180
4,Chai,Wartian Herkku,Beverages,180
4,Chartreuse verte,Ottilies Käseladen,Beverages,180
4,Konbu,Ricardo Adocicados,Seafood,180
4,Outback Lager,Reggiani Caseifici,Beverages,180
4,Gula Malacca,Tortuga Restaurante,Condiments,175.05
4,Sirop d'érable,Old World Delicatessen,Condiments,171
4,Perth Pasties,Santé Gourmet,Meat/Poultry,164
4,Jack's New England Clam Chowder,Laughing Bacchus Wine Cellars,Seafood,154
4,Queso Manchego La Pastora,Gourmet Lanchonetes,Dairy Products,152
4,Sir Rodney's Scones,Old World Delicatessen,Confections,150
4,Tourtière,Blauer See Delikatessen,Meat/Poultry,149
4,Tarte au sucre,Mère Paillarde,Confections,147.9
4,Pâté chinois,Folk och fä HB,Meat/Poultry,144
4,Chai,Great Lakes Food Market,Beverages,144
4,Filo Mix,LILA-Supermercado,Grains/Cereals,140
4,Rössle Sauerkraut,Blauer See Delikatessen,Produce,136.8
4,Louisiana Hot Spiced Okra,La maison d'Asie,Condiments,136
4,Camembert Pierrot,Pericles Comidas clásicas,Dairy Products,136
4,Camembert Pierrot,Franchi S.p.A.,Dairy Products,136
4,Guaraná Fantástica,Rattlesnake Canyon Grocery,Beverages,135
4,Guaraná Fantástica,Bottom-Dollar Markets,Beverages,135
4,Outback Lager,North/South,Beverages,135
4,Guaraná Fantástica,HILARION-Abastos,Beverages,130.5
4,Original Frankfurter grüne Soße,Franchi S.p.A.,Condiments,130
4,Konbu,Wartian Herkku,Seafood,120
4,Sir Rodney's Scones,White Clover Markets,Confections,120
4,Uncle Bob's Organic Dried Pears,B's Beverages,Produce,120
4,Sirop d'érable,Blauer See Delikatessen,Condiments,114
4,Sirop d'érable,Comércio Mineiro,Condiments,114
4,Spegesild,Familia Arquibaldo,Seafood,108
4,Lakkalikööri,Maison Dewey,Beverages,108
4,Jack's New England Clam Chowder,Cactus Comidas para llevar,Seafood,96.5
4,Guaraná Fantástica,Save-a-lot Markets,Beverages,94.5
4,Boston Crab Meat,Suprêmes délices,Seafood,92
4,Boston Crab Meat,HILARION-Abastos,Seafood,92
4,Tunnbröd,Romero y tomillo,Grains/Cereals,90
4,Geitost,Eastern Connection,Dairy Products,75
